candidate_id,project,file,start_line,end_line,candidate_type,dominant_issue,complexity_proxy,request_parameters,session_keys,database_tables,dom_selectors,forms,allowed_transformations,oracle_status
phpbb-C0673,phpbb,phpBB/phpbb/db/extractor/mysql_extractor.php,309,404,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0674,phpbb,phpBB/phpbb/db/extractor/oracle_extractor.php,1,263,sql_data_access,SQL/Data Access Region,27,,,ALL_TAB_COLS;USER_CONS_COLUMNS;USER_DEPENDENCIES;USER_INDEXES;USER_TRIGGERS;a;current,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0675,phpbb,phpBB/phpbb/db/extractor/oracle_extractor.php,23,173,sql_data_access,SQL/Data Access Region,16,,,ALL_TAB_COLS;USER_CONS_COLUMNS;USER_DEPENDENCIES;USER_INDEXES;USER_TRIGGERS,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0676,phpbb,phpBB/phpbb/db/extractor/oracle_extractor.php,173,249,sql_data_access,SQL/Data Access Region,9,,,a;current,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0677,phpbb,phpBB/phpbb/db/extractor/postgres_extractor.php,1,339,sql_data_access,SQL/Data Access Region,41,,,INFORMATION_SCHEMA;a;current;pg_attrdef;pg_class;pg_constraint;stdin;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0678,phpbb,phpBB/phpbb/db/extractor/postgres_extractor.php,42,248,sql_data_access,SQL/Data Access Region,27,,,INFORMATION_SCHEMA;pg_attrdef;pg_class;pg_constraint;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0679,phpbb,phpBB/phpbb/db/extractor/postgres_extractor.php,248,329,sql_data_access,SQL/Data Access Region,11,,,a;current;pg_attrdef;stdin,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0680,phpbb,phpBB/phpbb/db/extractor/sqlite3_extractor.php,1,151,sql_data_access,SQL/Data Access Region,17,,,sqlite_master,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0681,phpbb,phpBB/phpbb/db/extractor/sqlite3_extractor.php,42,92,sql_data_access,SQL/Data Access Region,6,,,sqlite_master,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0682,phpbb,phpBB/phpbb/db/extractor/sqlite3_extractor.php,92,141,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0683,phpbb,phpBB/phpbb/db/migration/profilefield_base_migration.php,1,248,sql_data_access,SQL/Data Access Region,12,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0684,phpbb,phpBB/phpbb/db/migration/profilefield_base_migration.php,85,125,sql_data_access,SQL/Data Access Region,3,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0685,phpbb,phpBB/phpbb/db/migration/profilefield_base_migration.php,189,235,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0686,phpbb,phpBB/phpbb/db/migration/schema_generator.php,67,229,long_method_or_region,Long or Complex Region,35,,,,,,Extract Method,pending
phpbb-C0687,phpbb,phpBB/phpbb/db/tools/mssql.php,1,880,sql_data_access,SQL/Data Access Region,85,,,INFORMATION_SCHEMA;sys;syscolumns;sysconstraints;sysindexes;sysindexkeys;sysobjects;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0688,phpbb,phpBB/phpbb/db/tools/mssql.php,149,270,long_method_or_region,Long or Complex Region,23,,,,,,Extract Method,pending
phpbb-C0689,phpbb,phpBB/phpbb/db/tools/mssql.php,342,410,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0690,phpbb,phpBB/phpbb/db/tools/mssql.php,667,713,sql_data_access,SQL/Data Access Region,3,,,sys;syscolumns;sysconstraints;sysobjects,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0691,phpbb,phpBB/phpbb/db/tools/mssql.php,774,866,sql_data_access,SQL/Data Access Region,10,,,sys;syscolumns;sysindexes;sysindexkeys,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0692,phpbb,phpBB/phpbb/db/tools/postgres.php,1,614,sql_data_access,SQL/Data Access Region,63,,,pg_class;pg_constraint;pg_stat_user_tables,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0693,phpbb,phpBB/phpbb/db/tools/postgres.php,102,213,long_method_or_region,Long or Complex Region,23,,,,,,Extract Method,pending
phpbb-C0694,phpbb,phpBB/phpbb/db/tools/postgres.php,302,370,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0695,phpbb,phpBB/phpbb/db/tools/postgres.php,532,609,sql_data_access,SQL/Data Access Region,11,,,pg_constraint,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0696,phpbb,phpBB/phpbb/db/tools/tools.php,1,1956,sql_data_access,SQL/Data Access Region,306,,,USER_DEPENDENCIES;USER_TABLES;all;all_ind_columns;column;sqlite_master;table;the;user_indexes;user_tab_columns,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0697,phpbb,phpBB/phpbb/db/tools/tools.php,43,190,long_method_or_region,Long or Complex Region,5,,,,,,Extract Method,pending
phpbb-C0698,phpbb,phpBB/phpbb/db/tools/tools.php,239,278,sql_data_access,SQL/Data Access Region,7,,,USER_TABLES;sqlite_master,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0699,phpbb,phpBB/phpbb/db/tools/tools.php,296,450,long_method_or_region,Long or Complex Region,31,,,,,,Extract Method,pending
phpbb-C0700,phpbb,phpBB/phpbb/db/tools/tools.php,450,831,sql_data_access,SQL/Data Access Region,87,,,column;sqlite_master;table,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0701,phpbb,phpBB/phpbb/db/tools/tools.php,831,900,sql_data_access,SQL/Data Access Region,10,,,sqlite_master;user_tab_columns,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0702,phpbb,phpBB/phpbb/db/tools/tools.php,910,970,sql_data_access,SQL/Data Access Region,10,,,user_indexes,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0703,phpbb,phpBB/phpbb/db/tools/tools.php,970,1044,sql_data_access,SQL/Data Access Region,14,,,user_indexes,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0704,phpbb,phpBB/phpbb/db/tools/tools.php,1075,1188,long_method_or_region,Long or Complex Region,24,,,,,,Extract Method,pending
phpbb-C0705,phpbb,phpBB/phpbb/db/tools/tools.php,1278,1357,sql_data_access,SQL/Data Access Region,14,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0706,phpbb,phpBB/phpbb/db/tools/tools.php,1419,1491,sql_data_access,SQL/Data Access Region,12,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0707,phpbb,phpBB/phpbb/db/tools/tools.php,1606,1664,sql_data_access,SQL/Data Access Region,10,,,the;user_indexes,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0708,phpbb,phpBB/phpbb/db/tools/tools.php,1672,1825,sql_data_access,SQL/Data Access Region,21,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0709,phpbb,phpBB/phpbb/db/tools/tools.php,1825,1895,sql_data_access,SQL/Data Access Region,10,,,all;all_ind_columns,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0710,phpbb,phpBB/phpbb/db/tools/tools.php,1895,1957,sql_data_access,SQL/Data Access Region,8,,,sqlite_master;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0711,phpbb,phpBB/phpbb/db/migration/tool/config.php,1,165,sql_data_access,SQL/Data Access Region,16,,,a;an,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0712,phpbb,phpBB/phpbb/db/migration/tool/module.php,1,557,sql_data_access,SQL/Data Access Region,79,,,phpBB;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0713,phpbb,phpBB/phpbb/db/migration/tool/module.php,91,178,sql_data_access,SQL/Data Access Region,13,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0714,phpbb,phpBB/phpbb/db/migration/tool/module.php,178,355,sql_data_access,SQL/Data Access Region,30,,,phpBB,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0715,phpbb,phpBB/phpbb/db/migration/tool/module.php,355,430,sql_data_access,SQL/Data Access Region,12,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0716,phpbb,phpBB/phpbb/db/migration/tool/permission.php,1,652,sql_data_access,SQL/Data Access Region,76,,,that;the;which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0717,phpbb,phpBB/phpbb/db/migration/tool/permission.php,72,111,sql_data_access,SQL/Data Access Region,5,,,which,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0718,phpbb,phpBB/phpbb/db/migration/tool/permission.php,111,194,sql_data_access,SQL/Data Access Region,15,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0719,phpbb,phpBB/phpbb/db/migration/tool/permission.php,194,252,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0720,phpbb,phpBB/phpbb/db/migration/tool/permission.php,252,291,sql_data_access,SQL/Data Access Region,3,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0721,phpbb,phpBB/phpbb/db/migration/tool/permission.php,354,514,sql_data_access,SQL/Data Access Region,21,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0722,phpbb,phpBB/phpbb/db/migration/tool/permission.php,514,601,sql_data_access,SQL/Data Access Region,10,,,that,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0723,phpbb,phpBB/phpbb/db/migration/tool/permission.php,601,653,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0724,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_0.php,23,1112,session_dependent_logic,Session-Dependent Logic,2,,,,,,Extract Guard;Extract Method,pending
phpbb-C0725,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_11_rc1.php,62,102,sql_data_access,SQL/Data Access Region,3,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0726,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_4_rc1.php,89,130,sql_data_access,SQL/Data Access Region,6,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0727,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_5_rc1.php,91,136,sql_data_access,SQL/Data Access Region,5,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0728,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_6_rc1.php,1,364,sql_data_access,SQL/Data Access Region,14,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0729,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_6_rc1.php,113,232,long_method_or_region,Long or Complex Region,4,,,,,,Extract Method,pending
phpbb-C0730,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_6_rc1.php,239,365,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0731,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_7_rc2.php,37,80,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0732,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_8_rc1.php,53,109,sql_data_access,SQL/Data Access Region,7,,,file;package,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0733,phpbb,phpBB/phpbb/db/migration/data/v30x/release_3_0_8_rc1.php,119,166,sql_data_access,SQL/Data Access Region,3,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0734,phpbb,phpBB/phpbb/db/migration/data/v310/bot_update.php,31,95,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0735,phpbb,phpBB/phpbb/db/migration/data/v310/bot_update.php,95,151,sql_data_access,SQL/Data Access Region,5,,,bots,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0736,phpbb,phpBB/phpbb/db/migration/data/v310/dev.php,1,427,sql_data_access,SQL/Data Access Region,19,,,is;some;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0737,phpbb,phpBB/phpbb/db/migration/data/v310/dev.php,89,208,long_method_or_region,Long or Complex Region,2,,,,,,Extract Method,pending
phpbb-C0738,phpbb,phpBB/phpbb/db/migration/data/v310/dev.php,343,428,sql_data_access,SQL/Data Access Region,9,,,some;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0739,phpbb,phpBB/phpbb/db/migration/data/v310/notifications_use_full_name.php,86,138,sql_data_access,SQL/Data Access Region,3,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0740,phpbb,phpBB/phpbb/db/migration/data/v310/notifications_use_full_name.php,138,185,sql_data_access,SQL/Data Access Region,3,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0741,phpbb,phpBB/phpbb/db/migration/data/v310/notification_options_reconvert.php,1,142,sql_data_access,SQL/Data Access Region,14,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0742,phpbb,phpBB/phpbb/db/migration/data/v310/notification_options_reconvert.php,51,127,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0743,phpbb,phpBB/phpbb/db/migration/data/v310/passwords_convert_p1.php,30,82,sql_data_access,SQL/Data Access Region,9,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0744,phpbb,phpBB/phpbb/db/migration/data/v310/softdelete_p1.php,150,212,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0745,phpbb,phpBB/phpbb/db/migration/data/v310/style_update_p1.php,1,191,sql_data_access,SQL/Data Access Region,14,,,styles,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0746,phpbb,phpBB/phpbb/db/migration/data/v310/style_update_p1.php,63,192,sql_data_access,SQL/Data Access Region,13,,,styles,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0747,phpbb,phpBB/phpbb/db/migration/data/v310/teampage.php,72,111,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0748,phpbb,phpBB/phpbb/db/migration/data/v310/timezone.php,1,194,sql_data_access,SQL/Data Access Region,49,,,blocks;board,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0749,phpbb,phpBB/phpbb/db/migration/data/v310/timezone.php,46,104,sql_data_access,SQL/Data Access Region,7,,,blocks;board,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0750,phpbb,phpBB/phpbb/db/migration/data/v310/timezone.php,104,195,long_method_or_region,Long or Complex Region,42,,,,,,Extract Method,pending
phpbb-C0751,phpbb,phpBB/phpbb/db/migration/data/v31x/remove_duplicate_migrations.php,31,78,sql_data_access,SQL/Data Access Region,9,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0752,phpbb,phpBB/phpbb/db/migration/data/v31x/style_update.php,1,136,sql_data_access,SQL/Data Access Region,15,,,acp_styles,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0753,phpbb,phpBB/phpbb/db/migration/data/v31x/style_update.php,30,110,sql_data_access,SQL/Data Access Region,10,,,acp_styles,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0754,phpbb,phpBB/phpbb/db/migration/data/v320/default_data_type_ids.php,26,194,long_method_or_region,Long or Complex Region,1,,,,,,Extract Method,pending
phpbb-C0755,phpbb,phpBB/phpbb/db/migration/data/v320/default_data_type_ids.php,194,362,long_method_or_region,Long or Complex Region,1,,,,,,Extract Method,pending
phpbb-C0756,phpbb,phpBB/phpbb/db/migration/data/v320/remove_outdated_media.php,45,98,sql_data_access,SQL/Data Access Region,4,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0757,phpbb,phpBB/phpbb/db/migration/data/v320/remove_profilefield_wlm.php,94,153,sql_data_access,SQL/Data Access Region,2,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0758,phpbb,phpBB/phpbb/console/command/cron/run.php,112,153,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0759,phpbb,phpBB/phpbb/console/command/fixup/fix_left_right_ids.php,1,137,sql_data_access,SQL/Data Access Region,13,,,Support;the;their,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0760,phpbb,phpBB/phpbb/console/command/fixup/fix_left_right_ids.php,104,138,sql_data_access,SQL/Data Access Region,8,,,the;their,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0761,phpbb,phpBB/phpbb/console/command/fixup/update_hashes.php,79,118,sql_data_access,SQL/Data Access Region,2,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0762,phpbb,phpBB/phpbb/console/command/thumbnail/delete.php,70,146,sql_data_access,SQL/Data Access Region,6,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0763,phpbb,phpBB/phpbb/console/command/thumbnail/generate.php,87,172,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0764,phpbb,phpBB/phpbb/console/command/user/activate.php,133,196,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0765,phpbb,phpBB/phpbb/console/command/user/add.php,1,334,sql_data_access,SQL/Data Access Region,21,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0766,phpbb,phpBB/phpbb/captcha/plugins/captcha_abstract.php,1,390,mixed_php_html_sql,SQL in Presentation Logic,27,,,,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0767,phpbb,phpBB/phpbb/captcha/plugins/qa.php,1,1041,sql_data_access,SQL/Data Access Region,74,strict,,a;acp_get_question_input;array;input;one,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0768,phpbb,phpBB/phpbb/captcha/plugins/qa.php,59,136,sql_data_access,SQL/Data Access Region,10,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0769,phpbb,phpBB/phpbb/captcha/plugins/qa.php,641,779,long_method_or_region,Long or Complex Region,18,strict,,,,,Extract Method,pending
phpbb-C0770,phpbb,phpBB/phpbb/captcha/plugins/qa.php,809,849,sql_data_access,SQL/Data Access Region,4,,,a;input,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0771,phpbb,phpBB/phpbb/captcha/plugins/recaptcha.php,1,225,form_handling,Request Handling Mixed With Rendering,20,,,,,,Extract Validation Helper;Extract Method;Extract View Helper,pending
phpbb-C0772,phpbb,phpBB/phpbb/avatar/driver/gravatar.php,66,161,long_method_or_region,Long or Complex Region,16,,,,,,Extract Method,pending
phpbb-C0773,phpbb,phpBB/phpbb/avatar/driver/local.php,159,208,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0774,phpbb,phpBB/phpbb/avatar/driver/remote.php,50,212,long_method_or_region,Long or Complex Region,92,,,,,,Extract Method,pending
phpbb-C0775,phpbb,phpBB/phpbb/avatar/driver/upload.php,95,255,long_method_or_region,Long or Complex Region,78,,,,,,Extract Method,pending
phpbb-C0776,phpbb,phpBB/phpbb/auth/provider/apache.php,1,264,sql_data_access,SQL/Data Access Region,25,,,apache,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0777,phpbb,phpBB/phpbb/auth/provider/apache.php,65,155,sql_data_access,SQL/Data Access Region,8,,,apache,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0778,phpbb,phpBB/phpbb/auth/provider/apache.php,155,215,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0779,phpbb,phpBB/phpbb/auth/provider/db.php,1,240,sql_data_access,SQL/Data Access Region,20,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0780,phpbb,phpBB/phpbb/auth/provider/db.php,63,241,sql_data_access,SQL/Data Access Region,17,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0781,phpbb,phpBB/phpbb/auth/provider/ldap.php,1,348,sql_data_access,SQL/Data Access Region,33,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0782,phpbb,phpBB/phpbb/auth/provider/ldap.php,48,118,long_method_or_region,Long or Complex Region,10,,,,,,Extract Method,pending
phpbb-C0783,phpbb,phpBB/phpbb/auth/provider/ldap.php,118,292,sql_data_access,SQL/Data Access Region,16,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0784,phpbb,phpBB/phpbb/auth/provider/oauth/oauth.php,1,699,sql_data_access,SQL/Data Access Region,54,,,table;token,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0785,phpbb,phpBB/phpbb/auth/provider/oauth/oauth.php,185,304,sql_data_access,SQL/Data Access Region,12,,,token,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0786,phpbb,phpBB/phpbb/auth/provider/oauth/oauth.php,455,502,long_method_or_region,Long or Complex Region,11,,,,,,Extract Method,pending
phpbb-C0787,phpbb,phpBB/phpbb/auth/provider/oauth/oauth.php,502,545,sql_data_access,SQL/Data Access Region,6,,,table;token,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0788,phpbb,phpBB/phpbb/auth/provider/oauth/oauth.php,545,588,sql_data_access,SQL/Data Access Region,3,,,table,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0789,phpbb,phpBB/phpbb/auth/provider/oauth/oauth.php,622,678,sql_data_access,SQL/Data Access Region,8,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0790,phpbb,phpBB/phpbb/auth/provider/oauth/token_storage.php,1,592,sql_data_access,SQL/Data Access Region,44,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0791,phpbb,phpBB/language/en/common.php,1,1429,mixed_php_html_sql,SQL in Presentation Logic,51,,,a;lists;previous;problems;the;this;your,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0792,phpbb,phpBB/language/en/install.php,1,575,mixed_php_html_sql,SQL in Presentation Logic,66,,,Package;Release;a;any;bots;choosing;database;directory;file;files;filesystem;from;here;is;itself;of;other;package;past;permission;phpBB;process;the;these;to;tool;user_group;users;was;with;you;your,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0793,phpbb,phpBB/language/en/mcp.php,1,434,sql_data_access,SQL/Data Access Region,73,,,a;another;any;previous;selected;the;this,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0794,phpbb,phpBB/language/en/memberlist.php,1,154,sql_data_access,SQL/Data Access Region,13,,,IP;user,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0795,phpbb,phpBB/language/en/posting.php,1,286,sql_data_access,SQL/Data Access Region,23,,,being;comment;message;posting,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0796,phpbb,phpBB/language/en/ucp.php,1,659,mixed_php_html_sql,SQL in Presentation Logic,51,,,a;another;foe;foes;folder;friend;here;other;previous;removed;selected;the;your,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0797,phpbb,phpBB/language/en/acp/ban.php,1,84,mixed_php_html_sql,SQL in Presentation Logic,12,,,all;banning,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0798,phpbb,phpBB/language/en/acp/board.php,1,629,mixed_php_html_sql,SQL in Presentation Logic,119,,,Google;a;address;all;another;being;email;external;operating;password;system;the;these;using,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0799,phpbb,phpBB/language/en/acp/common.php,1,831,mixed_php_html_sql,SQL in Presentation Logic,55,,,Administration;ban;consideration;download;group;previous;the;topic;user;usergroup;version;where,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0800,phpbb,phpBB/language/en/acp/groups.php,1,157,sql_data_access,SQL/Data Access Region,20,,,group;here;or;permissions;the;this,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0801,phpbb,phpBB/language/en/acp/permissions.php,1,287,mixed_php_html_sql,SQL in Presentation Logic,52,,,Forum;User;four;one;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0802,phpbb,phpBB/language/en/acp/posting.php,1,291,mixed_php_html_sql,SQL in Presentation Logic,22,,,the;this;word,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0803,phpbb,phpBB/language/en/help/bbcode.php,1,66,mixed_php_html,Mixed PHP/HTML,19,,,,,,Separate PHP Logic from Markup;Extract View Helper,pending
phpbb-C0804,phpbb,phpBB/language/en/help/faq.php,1,186,mixed_php_html_sql,SQL in Presentation Logic,118,,,a;being;by;day;going;it;manageable;minors;one;sending;signing;someone;the;these;to;you;your,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0805,phpbb,phpBB/install/convert/convertor.php,1,1614,sql_data_access,SQL/Data Access Region,241,,,account;forum_prune;table;the;vote_desc,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0806,phpbb,phpBB/install/convert/convertor.php,62,919,sql_data_access,SQL/Data Access Region,146,,,account;vote_desc,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0807,phpbb,phpBB/install/convert/convertor.php,919,1000,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0808,phpbb,phpBB/install/convert/convertor.php,1102,1255,sql_data_access,SQL/Data Access Region,15,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0809,phpbb,phpBB/install/convert/convertor.php,1255,1410,sql_data_access,SQL/Data Access Region,40,,,forum_prune;table;the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0810,phpbb,phpBB/install/convert/convertor.php,1410,1564,long_method_or_region,Long or Complex Region,30,,,,,,Extract Method,pending
phpbb-C0811,phpbb,phpBB/install/convertors/convert_phpbb20.php,1,974,mixed_php_html_sql,SQL in Presentation Logic,43,,,posts;target;the;to;topics;vote_desc,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0812,phpbb,phpBB/install/convertors/convert_phpbb20.php,107,975,sql_data_access,SQL/Data Access Region,37,,,posts;target;the;to;topics;vote_desc,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0813,phpbb,phpBB/install/convertors/functions_phpbb20.php,1,1971,mixed_php_html_sql,SQL in Presentation Logic,233,,,Birthday;file;niels;old;the,,,Light Data-Access Isolation;Extract Method;Extract View Helper,pending
phpbb-C0814,phpbb,phpBB/install/convertors/functions_phpbb20.php,55,323,sql_data_access,SQL/Data Access Region,28,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0815,phpbb,phpBB/install/convertors/functions_phpbb20.php,323,428,sql_data_access,SQL/Data Access Region,12,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0816,phpbb,phpBB/install/convertors/functions_phpbb20.php,475,545,sql_data_access,SQL/Data Access Region,11,,,,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0817,phpbb,phpBB/install/convertors/functions_phpbb20.php,560,1114,sql_data_access,SQL/Data Access Region,77,,,old,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0818,phpbb,phpBB/install/convertors/functions_phpbb20.php,1217,1287,long_method_or_region,Long or Complex Region,14,,,,,,Extract Method,pending
phpbb-C0819,phpbb,phpBB/install/convertors/functions_phpbb20.php,1314,1358,sql_data_access,SQL/Data Access Region,6,,,the,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0820,phpbb,phpBB/install/convertors/functions_phpbb20.php,1415,1463,sql_data_access,SQL/Data Access Region,5,,,file,,,Light Data-Access Isolation;Extract Method,pending
phpbb-C0821,phpbb,phpBB/install/convertors/functions_phpbb20.php,1650,1703,sql_data_access,SQL/Data Access Region,7,,,,,,Light Data-Access Isolation;Extract Method,pending
